Product Name,Brand Name,Price,Rating,Reviews,Review Votes
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,not for me. no complants,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,1,"Buyer beware. These refurbished phones are stolen and being resold as refurbished. I bought my iPhone 5s refurbished in April 2015. Works okay out of the box. Yesterday, it stopped charging so I had the battery replaced by a phone repair store. It worked fine again, until the next morning where it was frozen (blank screen and wouldn't reboot). I brought it to the Apple Store and they told me it's a stolen iPhone. Apparently, the original serial no. of the phone gets reported to Apple when someone repairs it and Apple can freeze the iPhone if its stolen.",3
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,"Great condition, no problems",2
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,4,good,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,It's great I love it,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,I like the phone. It works great!,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,1,Disappointed. Phone is blocked due to owner's failure to pay. Cannot be activated. Wish I could give 0 stars,1
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,The phone was great it was in working order I just have a picky husband who wanted an iPhone 6 then he decided to stay with Android,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,1,"This phone sucks!!😒 Do not waste your money on this product. The first day I got it, it was powering off by itself many times. It always froze. I bought it 4 months ago and now it does not work at all!!! The screen popped out all the time. Even tho it says new it is definitely used! Worst phone I probably ever had !",1
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,"Definitely worth the extra dollars when compared to the 5, and the 5c. The fingerprint unlock system is clever and effective. The phone may seem smaller then what you imagined but in my opinion will not be an annoyance. The only warning I would give for users who are interested in buying a used product, please take into consideration that the battery life will not at it's best.",0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,Works great a year later.,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,great phone love how fast it is .Love the i sight camera,1
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,3,Had a few issues,2
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,Bery Good!,1
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,"Looks like new, the price is okay, a good BF purchase",0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,"I was suspicous at first but decided to take my chance. The phone arrived in brand new condition and with all the accessories. Everything was sealed with plastic protector. Considering the price, this is a amazing deal. You can probably get one from eBay for about $400 but that usually does not include accessories and the phone itself is in ""New (other)"" condition, whatever that means.Activation took about 3 minutes in the t-mobile store.The phone does not come with a t-mobile logo though. I am not sure if it actually was made for some other carriers, or even overseas. But so far so good, I will update this in a month if anybody is interested.OK, it's been almost a month. Everything still good. My daughter loves the games on it. And my wife is satisfied with the battery life. Just for curiosity, I checked the ESN at Apple website and gladly found it is under warranty until next July. I guess I just got good luck.",2
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,The phone from keeran come as described but was locked. He was able to take it off though. If the apple id is locked u can't register it..,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,I enjoy the fingerprint addition so when people are nearby I can just touch the home button to unlock my phone without anyone lurking to see me enter my unlock code.,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,Great phone works well with T-Mobile. Game new out-of-the-box in perfect mint condition. It's the right size phone for me I had a Samsung galaxy S3 before that wouldn't fit in my pocket. This phone is lightning fastsyncs with my iTunes automatically can't say enough good things about it. Seller shipped fast no issues,1
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,I love this phone! I cut my original Sim card that was in my Samsung Galaxy and put it in the new Iphone 5s and it works great.Internet responds super fast and the fingerprint unlock is amazing. Condition is perfect and it came in the original box. I'm very happy with my purchase.,10
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,"It's good, and the seller is very much accessible. I had a minor issue, he responded very well and resolved the issue. I am enjoying my mew phone.",7
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,4,good but not enough space it says 16 but its realy 12,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,3,"the one i bought has problem after i updated IOS. lucky it is under warranty, so apple gave me a new one.",0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,3,"It arrived fast, but had chips and nicks, was disappointed, but works great.",0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,Great all around.,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,Nice,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,This was delivered way sooner than expected! And works perfectly!,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,Arrived in the specified time. The cell phone was in excellent condition. Very happy with my purchase.,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,"The mobile is good, Awesome price and no problems so far. I checked from my T-Mobile store and they are clean and unlocked.",0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,4,A very good device. My only problem is its size. It is heavy in a shirt pocket and inconvenient in hip pocket of a trouser. It slips out very easily from a pocket. I have lost it already 3 times in the last six months but fortunately each time I could find it.,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,Just got my iPhone in the mail thisy 3rd day using it and everything I just like a brand new iPhone 5s no regrets here for the price I got it...... so far.,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,3,Item was opened and box was dirty,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,1,It Worked fine for like two weeks and then it stopped working I had to go to the Apple Store to get a replacement because lucky it had warranty,3
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,fits the purpose. Arrived as described and on time,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,"Nice product, would buy from this vendor again.",0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,"I purchased the gold 16 GB variation of the iPhone 5s and it is so beautiful for a device. The gold color on the back is very light, more like a champagne color, but it's a very unique and unseen color for any phone, which makes, whoever buys it, stand out and unique. it's an iPhone, so that only means that it's synonymous with greatness! I love the new, fresh OS that came preloaded on the device, and the hardware is excellent too, especially the newly-debuted fingerprint reader. This phone is just downright simplistic and user-friendly that even your nana or grandpa can use it.",14
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,"EXCELLENT PRODUCT, FAST DELIVERY, 100% RECOMENDEN",0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,This seller is amazing! I asked about a million questions and they were More than happy to respond to them. When I got the phone I cut my SIM card down to size and it responded immediately! Phone is basically perfect!!,2
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,1,Horrible the battery sucksss! Very disappointed with my purchase,11
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,Perfect quality. Packaged as expected with charger and headphones. Thank you.,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,Excellent product. Product as advertided by the seller.,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,This item is at very conditions working good thanks.,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,1,I unlock this phone on the site [...] for use in my country. 125 USD.,1
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,"It is simply a fine versatile smart phone, it has all of the capabilities and apps I can even think of. Buying refurbished it was easy to afford 64 GB, able to hold and manage my large music and photo/video libraries. As soon as I started it up it began synchronizing with my two Apple laptops, and now is continuously updated, and all devices are able to use the Apple system transparently, including iCloud iTunes and the many good supported apps. I bought the 5s because it's the right size for me. It fits easily in any pocket. The pictures are good enough that I almost never use my digital cameras. This iPhone is always with me and there is very little that he can't do.",0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,It was in great conditions and it met all my expectations plus they added a case for the phone as well,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,Excellent,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,1,"Had to return the phone. After 10 days of the phone, phone became blocked and could not be used. The phone came out of service and couldn't not be used to call or text.",1
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,Awesome,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,👍👍👍👍,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,"I am extremely happy with the phone as well as the purchase from this seller!! I contacted the seller and they responded within minutes to any questions I had. I received the phone in less than a week. The phone arrived exactly as described - new and sealed in its original packaging. We have not yet activated the phone, but my daughter has been downloading a bunch of apps that she uses when WIFI is connected and it works perfectly. I will definitely purchase from this seller again.",1
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,"Perfect, just what i ordered! Brand new in a box with all accesories.",0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,"I read a couple of bad reviews, but my experience its been great. I got a brand new IPhone, in a sealed box with all the accessories and works perfectly fine.",0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,2,Had to send it back for another one due to a problem with the LCD.. Hopefully the new one is in better condition.,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,Arrived super fast so glad with my purchase! Cannot complain.,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,Came as stated.,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,Everything was fantastic in dealing with Taylor Wireless. Product was perfect. Great transaction,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,"Upgraded from from a 4s that met an unscheduled demise. Was pretty burned about it until my 5s showed up in the mail. If you keep your phone locked, the fingerprint ID alone is worth the upgrade. One touch and you're in! Punching in a code every time you want to access your phone seems so archaic. All the other features are just icing on top. I'm one of those who is just not into this current fad of gargantuan cell phones just to have a big screen. I loved the size of the 4, and after having the 5 for awhile I think it's the perfect size. Still easy to ""one-hand"" the phone and still easily slips into your front jeans pocket. I'm keeping the 5s for as long as I can keep it dry!",2
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,Just got it today look new works fine,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,Great iPhone,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,4,"Working good, only thing is bad is I did not get a proper charger with the device which was expected so had to buy it my self.",0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,Son loves it,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,I am super happy with this vendor. The Iphone came in super fast before it was suposeto and it was almost brand new and it works. It was the best purchase I've made. My son is super happy! Thanks,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,4,I gave it 4 star... it was a excellent,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,1,"Don't waste your money on this phone. I bought this phone a month ago and I kept getting this blue screen, then it reboots itself over and over again. Doesn't work well with T-Mobile like it said, I tried sending it back but they won't take it back. One month into my iPhone and I'm now looking to buy another phone.",0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,1,This device had scratches and mar marks all over it coming out of the box. Will be processing a return ASAP.,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,2,"First let me identify the seller ""Phone-Zone"". So many people complain about a seller, but they don't give the name.First the phone (IPhone 5s) took longer than normal to get here, but the weathers been bad, so ok. The real problem was that while everything stated by the seller and Amazon on the website, receipt and labeling, implied that the phone was new and T-Mobile ready, is now in doubt. I was unable to activate the phone with my carrier T-Mobile because the SIM was unusable or not installed. After some trouble I was able to get the SIM cover off, and there was a T-Mobile SIM installed. So the SIM is either defective or had been activated before. So no phone.I am driving the 30 miles to my local T-Mobile store tomorrow, to try and get the phone working, and to find out its history. I'm hoping they're good with IPhones, because while working over the phone with T-Mobile to resolve the problem, the SIM card became jammed in the IPhone (poor design). SO NO PHONE!When you spend the kind of money Apple asks for their products, you expect more. I've owned three Apple products, including this one, and had problems with two of the three. That's Not Good.Overall, I give the 5s just 2 stars and the seller Phone-Zone 0 stars.",5
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,"perfectly good, and came fast",0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,Real iphone 5s. Came in factory box sealed up like an apple store would sell it to you. It has some better features than the 4 and is ALOT faster! I like it! I sanded down my old sim card for my 4 and it fit in my 5 (save $10-20 on a sim card at tmobile),2
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,Loved it. Got here on time and it's everything I expected. Thank you,
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,still in use- phone :) great buy,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,2,Phone was advertised as new. It was actually used. Dirty screen and someone else's sim card installed.,5
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,It is great!,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,4,Very fast shipping and everything works smooth.,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,"My mum really loves, the phone. It was described by the seller as brand new and it really was. The phone works great and this phone is so much better than the iPhone 5. While my mum loves iPhone, I neither hate them but nor like them but this is great for users that want to pick up a phone and access anything. The features are great such as siri, easy sych to your icloud and more. Worth the money.",0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,My granddaughter loves it,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,Wife is happy so I'm happy,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,Excellent product. Great condition. Exactly what we wanted.,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,It was an amazing product. As described. Pretty gorgeous. And the seller was helpful too.,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,"Just as described, delivered on time, works perfect!",
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,2,Battery dies super fast.,
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,1,I am returning this product because the screen will not come on I was told that I have a 30 day return policy I am returning before that is over,
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,excellent,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,2,Charger port did not work. Pink shadow on screen. Had to returned it. Glad I got my money back.,
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,3,"The battery last half the time as my other iPhone, and it came with a small water damage spot.",
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,Great Phone,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,2,"Good phone and in good condition, but recently discovered that this is only an Iphone 5, not a 5s. Also, it didn't come with the stock earbuds, which are expensive. FALSE ADVERTISING.",0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,1,This Telephone does not work on the at my I ask you to help,
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,1,This was advertised as new. Took it to Apple as the battery was depleted after 2 months. They refused to work on it because the battery was third party as were many of the buttons and inner working!! This was not as advertised at all.,2
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,3,"The speaker is (staticky) Can""t really talk to someone. Text works!",0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,1,"This person is a scam artist. I bought my phone, everything works great for a while, then it is reported that the payments are not being made on it and the IMIE is blocked. This person knows exactly what they are doing and they are criminals.",0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,Looked brand new! Packaged great. Works perfectly.,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,1,"touch screen didn't work, we have sent it back and waiting for a new one to return.",0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,1,It worked for a week,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,2,"It ""looked"" new, as it was in a box packaged in cellophane, but on close inspection, it's clearly a refurbished phone. It had a few light nicks and scratches, nothing I was really worried about, but the camera totally sucked. No matter what trick I tried (I've read all the message boards), the camera on this phone simply will not focus. Overall, I don't recommend purchasing this item. Just go to an Apple store and get the iPhone S. Yes, it will cost you about $150 more, but it's well worth the extra money. I ended up doing that after having this phone for only 2 months. The camera feature is too important to me. Plus, if you purchase a new phone, you'll have the warranty and protection. Buying this particular phone from this particular company is very risky.",0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,3,"Pictures of the phone and when I got different back is damag, lot of scratch.",0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,3,It Works good but does not have direction manual book or software.,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,Huge upgrade from my 4s. Love it!,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,Used phone iphone 5s was in great shape...Battery life is still excellent.shipping was blazing fast.,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,Beautiful!,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,"I was not an iPhone fan until I bought this one it meets all my expectations with camera features, strorage space, easy access to apps and easy to use the only feature I don't like is the iTunes it's very inconvient to download music or ringtone from phone then transfer it to a computer then back to the phone just to remove it from a particular app to phone, other than that it's a great phone .",0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,3,Came on time but the charger did not work and did not come with headphones or any manuals. It also did not come with the little key to open the sim slot,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,Everything went great. Phone was in great shape and works perfectly.,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,nice,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,Amazing quality. I knew what i was receiving because i already owned an iphone 5S. Unexpected fast delivery. Definitely will buy again ( if i break this one..haha),0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,it's perfect,2
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,Ítem was what I expected. I received it before the date I was supposed to.,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,"Prompt delivery,good price,no problems or issues.",0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,"This phone was a major transition from android based phones. After 2 weeks of really getting accustomed to this Apple iPhone it really changed the perspective I have of apple. First, it is pricey but worth the investment because of its smoothness, quality, and warm feeling of ownership it gives you. Second, battery life was an substantial improvement over many android phones I have owned that do not have a problem draining on your time. Siri is awesome and a person that does not use vocal command devices will have a great time with issuing out commands and asking questions.My only cons are I wish that many android based apps were transferrable but no complaints because the way technology is common to adaptation and delivering the very best to its consumers it'll only be a matter of time.The screen display is excellent but unfortunately this phone isn't as big either compared to other ultra smartphones but definitely makes up with its sleek traditionalistic screen and clarity. I think if you can afford this product and need a device that can be used wonderfully in a personal or professional setting then this is where it's at.",0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,"Perfect perfect perfect! My phone came right on time. I got it and it was like new just as he said. He also sent a charger and a cute pink otter box which was great, because I didn't have to go out and buy one. Thanks!!",
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,Excellent guy. He has a good customer service. I bought from him an IPhone 5S with a good price. It works very good. I likes it.,
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,"i really like the iphone 5s, i can reach everything on the screen with my thumb. I am wondering about the future of Apple since the death of Steve Jobs though. They are involved with Dr Dre now and I heard they are going to make bigger phones, something Steve Jobs was against. Guess we will see.",
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,1,Thieves,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,1,This person selling this item is a liar .. I asked specifically if this unit is for t mobile. The sell told me yes.. I put a tmobile SIM card in this phone that was sent to me but it did not read because the Carrier was sent to sprint,124
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,4,The only think I don't like you send me the Cheapest usb cord n no earpod other than that everything look good n perfect,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,Excellent,
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,I bought this for a friend.1. The product arrived very quickly. It didn't take the amount of time that amazon said it would so that's always a plus.2. Minimal damage to the phone. It worked like a charm3. It's STILL working. lol. My friend is horrible with phones and yet he's managed to keep this one in tact.,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,Great!!! It's brand new and it is working perfectly!!!!,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,Never had a problem with this iphone. Worked great.,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,1,"the back camera stopped working, the phone touch screen stops working and i have to restart the phone to get it to work. The phone is a huge disappointment. Not worth what i paid for it.",
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,great product,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,1,"Phone was fine at first, but after two weeks it was constantly shutting down. The power button got stuck down. Took the phone to Apple and they said it was toast. I was able to return this phone through Amazon though for a full refund and ended up just buying a new I-Phone 6 from my wireless provider.",
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,"It came right on time, it works perfectly, I recommend it!. Buying again for sure!",0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,4,We found some minor cosmetic issues but other than that it works fine.,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,1,"I bought this iPhone as a Christmas gift, so I purchased it early. Upon opening it on Christmas only the speakerphone was working. You could not hear it up-to-the-ear. Apple told us, after we described the problem over the telephone, that it was probably only the speaker module and it would cost about $50. I recently took it to Apple to have the module replaced and was told by them that several parts inside the phone was missing and some parts did not even belong to Apple. Because of the modifications, Apple said that it was no longer a iPhone and would not even work on it. I understand that because of the length of time the phone cannot be returned, but in the future, please sell items EXACTLY AS ADVERTISED AND NOT MODIFIED.",0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,2,"Though fully packaged, it is not totally new.Checking on the Apple support (the Apple web), it says this phone's Telephone Technical Support has already EXPIRED, and only 1 months to Repairs and Service Coverage Expiration Date. Which means it registered about 1 years ago.",0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,Great!,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,"Came on time, but a little skeptical about whether or not it was actually new.Other than that the product works great and I'm using it to type this review right now!",
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,Wonderful,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,Love it,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,1,"Scam, the phone was barred off the network after 1 week due to ""Unpaid payments in the T-Mobile payment plan"", returned immediately to amazon. I'm very disappointed.",26
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,4,Love my phone!! Seller Solved all my issues in timely manner!!,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,It's perfect,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,1,Doesn't work for tmobile at all. Tried to put the SIM card in and it won't read itDon't buy this phone.,55
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,1,Don't buy it. Yes the iPhone is brand new and everything but the phone itself is horrible. I wanted to activated on tmobile but had Lots of problems like the phone was not reading the SIM card and when it did it kept turning off which made the screen go blue!! horrible experience.,28
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,Everything I was expecting,0
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192,5,Got it on time. Packaging wasn't great but the phone itself was perfectly brand new even used ! There was no flaws and it works perfectly fine!,0
